Eye Angle Right,Eye Angle Left,Distance Mouth to Shoulder,Distance Left Eye to Right Eye,Distance Left Ear to Right Ear
165.68854209391657,160.89705161108887,0.15002479498411794,0.11099445570217725,0.19512688350173923
158.79776254218825,163.98275875273288,0.14609583334194623,0.11392518987450853,0.2006801635878481
158.3275600626941,163.97208820057938,0.1459238456335019,0.11353365165119128,0.19980773271345553
154.85999930944934,162.84284311853432,0.14271541608191027,0.11300437563523998,0.20005614780880798
152.37978482982197,164.0004296364942,0.14583070458901704,0.11343075565004662,0.2018296246729416
145.97847317940983,164.84604289650756,0.1415767386458795,0.11485307370945727,0.20132149924490494
136.56594959594455,176.53743356689242,0.12372631420465922,0.11494498887317668,0.2007597124474157
138.97667937299371,175.8815552906331,0.12120043809167001,0.11467264496266404,0.19953355479421778
142.3626144260972,156.0622843955473,0.1487689287689276,0.1115286410540162,0.19973062120540824
144.68870328046827,156.17407757695568,0.15804798439320206,0.11145767792837477,0.1988189735953233
145.64524060501984,157.42823369038422,0.1600872108600045,0.11192480032388276,0.19862876973366683
136.30495071962216,157.86904099943305,0.17316013500621572,0.11076875302961829,0.1971587963307071
136.20717017694813,157.5996332932249,0.1725680694449013,0.11078109493566811,0.19668835148526922
139.47886415290418,158.06382028108106,0.16972773076429135,0.11101304865268109,0.1969659459968868
154.35131072672272,159.51183252540983,0.16178715028730717,0.11077137883277786,0.19695289245113387
154.3963363514094,166.2681396709231,0.1426663454453013,0.10533783160446647,0.19163394156958694
127.40771216291233,170.81089475404303,0.1309069750854065,0.10465516707231834,0.19140817462352522
123.88168334606506,174.81773486972463,0.12274806344282849,0.10413545741589339,0.19066112465055893
124.1277660879337,173.8416124809956,0.12128232768588476,0.10411139664030589,0.1900837413012649
150.82523924148452,171.86366594055806,0.12453615833538496,0.10744444317770799,0.19227834210442485
134.91565633850877,174.28210106526717,0.12152862894518189,0.1043490478604636,0.18900804668067547
127.96063914069599,174.1366726037602,0.12407012021995467,0.10296169637241816,0.1867030337781584
123.97125955767865,173.78269425973,0.12391903831320455,0.10420694325448059,0.18675292755806272
132.6075669133222,168.4703665030084,0.1256385737919615,0.11016747909733188,0.1973665761075488
111.13740271805564,179.37077771860987,0.10596177226492924,0.11460761733608407,0.20204467670812415
106.28690825910971,175.4085841065067,0.09361099797841342,0.11673891242483725,0.202624774168341
103.37189431687547,176.3652063827701,0.09078916314731483,0.11820123678969614,0.20340363934686734
102.73300675281348,176.37322254086612,0.08875736809548887,0.11921732039832188,0.20388714975353542
103.89561106308189,178.46326319937918,0.08913307156148388,0.12058640349701275,0.20719151982966186
113.09518538312612,179.35446248811027,0.08223820101515047,0.12314089575481355,0.2108900031030995
133.6370606316734,179.7169702316709,0.07565053369863423,0.12902765252630075,0.21819011048226547
135.94444812717938,177.48580294908027,0.0712098680894823,0.13029563618945736,0.22124171256833172
134.1979390490837,177.6091715068148,0.06639005364598626,0.13003045102587898,0.22005592684194977
134.13106541771316,176.8014986393191,0.0659389993116639,0.12946697384876,0.21983405222268204
135.53258691226168,176.44765865207387,0.07056153910757787,0.1290750279782176,0.21934854988961042
135.89852026561826,172.36946427176133,0.0870594328537016,0.12648632668136026,0.21779181972471784
139.30607684509792,166.3568355532046,0.11523072070820749,0.12167230671475514,0.21426589239689206
148.1463700190235,162.67405465241265,0.12321021361629356,0.12160963332549161,0.21357613697842426
156.93289426461274,162.37419998322798,0.12814659308932905,0.12165465131829871,0.21316011017683567
160.13846558916867,162.18213014280136,0.12968449772993293,0.12039475442387772,0.21021975258633868
167.9843535324296,161.89330229273216,0.1369378134593998,0.11724164965283343,0.20508349902701634
172.2972771460327,158.55916260311363,0.14225923952983555,0.11645124143234106,0.20328144432621886
160.8650725129249,158.25346867594376,0.14555728505510834,0.11584287014969856,0.20260285182271048
134.3770153420466,158.10457262480017,0.15233285302890567,0.11502172112338734,0.20121927756781377
131.0156113725037,159.99359445663583,0.15971092614513355,0.11425304961672836,0.20004092168218948
175.4331346421914,158.70548566511832,0.1507418163913999,0.11198904182163204,0.19616913665529534
126.12423109433253,163.49050157352147,0.14112046293534417,0.10901503263412557,0.19517654137103604
119.09728877566006,169.9764235497226,0.13261743286556638,0.10767325886160266,0.19412463709973612
114.75091022953656,175.5403650394861,0.12196598182691777,0.10801018249996094,0.19350832512912733
111.64124397327964,179.926422807473,0.11502143523720937,0.10927334617468921,0.19432852782515075
99.80769397259564,179.5517755964803,0.10935304436231995,0.11212758548960611,0.19657132994437373
97.04904689766228,176.10470864432426,0.09920637276804897,0.11312113425487687,0.19750224401401273
100.65600021634006,172.50453342342888,0.09289998759000316,0.11431166524323821,0.19776553431349805
114.03864857847307,170.85759511174012,0.08233567859214738,0.11825241742527415,0.2006771421105165
122.83364427685207,170.25887250177857,0.07774040731470745,0.12130557360858042,0.20250152773875157
128.18563321228066,170.11084300696314,0.0680657711383404,0.12128644199474158,0.20309797214298536
130.39349671083232,170.36951907079532,0.069206357405367,0.12183641284532655,0.2031703981243619
131.60341573786434,170.47748276271605,0.07004156603939618,0.12183807273846124,0.20302965482016602
134.82994965575733,170.3687141137256,0.07026966636974936,0.12202647162141109,0.20330658720445746
128.1909922521018,171.28754645635325,0.0725394303029396,0.12074971023702186,0.2032891818051962
167.59043489497157,158.78682545074736,0.13290040867221228,0.11755610611396823,0.20373741956303437
172.32496481019535,159.2267446721974,0.1354013736330632,0.11701969836095391,0.20329806666544267
167.9417217117887,159.90052885663644,0.13453614007178266,0.11586067777927622,0.20124157456028816
154.06016227255807,163.29060003747588,0.12581335966084667,0.11889294028487749,0.20730053492174888
138.18050125379625,165.4722926912325,0.12162663987836694,0.11963686697293964,0.20848245319276107
162.05289815055096,170.69761837100972,0.0858118184671564,0.12680547331176492,0.22043696791609993
162.87430452475937,171.9202124513521,0.08685727877008399,0.12749478962740712,0.22258856322699253
173.75651332993326,172.12909297828946,0.09238442390566759,0.13006463946854732,0.22886007766944425
178.94552885503555,177.39872826401327,0.09430250318941935,0.12475923085651028,0.22798076532170863
175.423255545144,168.97367219184827,0.08855604051819721,0.12654376724523622,0.2190074975933867
99.6847191206641,171.11149964043102,0.10410235399014132,0.12148111923267775,0.20818162402999713
78.17129580540688,171.8142749951095,0.11265587884995351,0.11973977130496669,0.2079114519068993
57.88130325381071,172.76173718235765,0.12420342642220882,0.11468966956618731,0.20210539640940095
79.27491158907266,169.8957110660706,0.12121840730407966,0.11583604110987827,0.20240177561168662
97.531124406703,169.52876167081115,0.11827309591716305,0.11735875214378408,0.20378054958193478
125.02284638009623,177.81735416884712,0.1030039647884079,0.12138122251871807,0.20410352368525025
130.022295236788,177.33636514808396,0.06673030434320519,0.12795144225855615,0.21150038259683254
129.51888325581984,168.78975713040478,0.031833840445755504,0.1304272107552246,0.21854447978196886
138.02231115052302,166.16099077239235,0.01626919995119441,0.1292884759525692,0.22592304742690428
168.84104373420243,152.93966738633407,0.04007640321910155,0.11759033280974558,0.23293684883874036
172.55456145432447,150.74150582330356,0.05383625583742402,0.1242311719605047,0.24523172354591039
163.18039176785103,164.0671403897881,0.031553400737220086,0.12973721633738305,0.24422251490556673
114.96873510745205,174.50579183271148,0.06521249450825466,0.12562710888783282,0.22066740205440064
103.49068891732216,175.7096415300335,0.0798055729275955,0.12105357144295686,0.21563118502832887
93.11946986573774,176.4941163757635,0.10520033450673019,0.11363392363728259,0.2087663944166449
118.9560284194713,174.28025038869956,0.060431591408869945,0.13032911719190526,0.2246686067453304
140.24309539606784,168.62010304662866,0.03132873587068623,0.1373434708112439,0.2390992099276336
164.70476612497748,155.75676565546203,0.03351676003479245,0.12314402011866143,0.24044802232525478
