Eye Angle Right,Eye Angle Left,Distance Mouth to Shoulder,Distance Left Eye to Right Eye,Distance Left Ear to Right Ear
110.00761048928713,139.5349478376742,0.2841597234170341,0.10188788418374714,0.18182304820525
116.00414836949467,143.31854067035835,0.2725379367782684,0.10233861816953534,0.1871820166397094
118.24005584365344,144.45374250228446,0.26289308468626876,0.09826729773603214,0.19173223597350866
115.23100138000687,144.18610201174798,0.2598825879044051,0.09884702513311983,0.1871116929416865
110.25366871778157,149.40475326594571,0.24666420968741645,0.1029574532842256,0.18776515045687103
110.20038958481209,150.4824543469027,0.24493429941411285,0.10282238799234722,0.18776325862590618
108.93576818883122,151.3937360120197,0.2444719337045565,0.10341923946968955,0.19233661229670748
115.48253986046153,152.788696804884,0.24127873407142367,0.10155209442912795,0.19796757241212462
121.75047346408527,151.2534603262263,0.24047542632979216,0.09757656435374554,0.19516747780225183
121.06125339065213,150.7046205653608,0.24186849138752053,0.09670093212122216,0.1930977140646359
116.39825424341832,149.3589550508831,0.24496125593791895,0.09900507197144794,0.19090338825019018
110.51178332482412,144.8960351871306,0.24828094022170952,0.10081805416206469,0.18483993855291658
109.50151431772616,141.22486941418884,0.24668360386795363,0.1015612856073245,0.17940350794110865
109.93332821919459,141.33975720667675,0.24444071771430706,0.10038315199329871,0.1786392991142415
110.65932441445527,140.7191637306432,0.2431604734846337,0.09985294139055113,0.1785403624651209
107.20768521160696,140.48129316461518,0.2405561026526222,0.09874284469720922,0.17544852945033845
106.04323132579431,141.19626331069733,0.23205397361987892,0.10154691618165515,0.17965936193940082
107.12270956277763,141.65312384791355,0.2283055272944162,0.1023621256725724,0.1813432662427421
108.65023542475022,142.00647626314256,0.22836637800017878,0.10232033039939165,0.18180297872686274
107.51824749874868,144.24265918084407,0.23625168941859093,0.10318316554545759,0.18322417290570484
105.66863061618317,144.62703285911803,0.2555312982773689,0.1030907288827988,0.18290498884569323
110.9901987614234,144.13710405200342,0.27575714188913925,0.10158906132272383,0.18519638919460205
113.48138978765579,140.35775132989167,0.2897806523286184,0.10006133096226867,0.1840775186428477
113.06031676950462,139.9347310307,0.290006775268968,0.10001850090069586,0.18335597076233598
114.30467883719027,136.35585325368163,0.2880326559426087,0.10006731604518115,0.1797916369402585
123.9411742592807,130.86493055827273,0.3378235573959733,0.0994608830066973,0.17887184536983047
121.16161341669496,133.53507906714125,0.3343086029553605,0.09910706536899441,0.1789661550705029
116.81844831917874,135.95446145005826,0.31898190368329854,0.09889178684733127,0.1777674880971168
116.68973144080111,135.05779973449737,0.31176560665512043,0.09872256735795025,0.17713415798759477
116.12576228002654,135.43968870765707,0.3023619824154592,0.0989511377966868,0.17777767002433423
